id,Sentence,Aspect Term,polarity,from,to
2338,I take it everywhere with me because it's so easy to carry.,carry,positive,53,58
2948,The only thing is that the battery won't last more than 1/2 an hour.,battery,negative,27,34
2027,The first fell apart right after the 1-year-warranty.,1-year-warranty,neutral,37,52
2936,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,word,conflict,14,18
684,The keyboard has a wonderful nature feel.,keyboard,positive,4,12
464,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",battery,neutral,63,70
2762,The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,battery,negative,4,11
2440,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",performance specs,neutral,39,56
1046,I have no idea how this could have even gotten past quality control during production.,quality control,negative,52,67
735,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.",touch-mouse,negative,95,106
2821,"Oh yea, has no numeric pad on the side.",numeric pad,negative,15,26
1987,"The cover for the DVD drive soon came off, too--a mark of poor construction quality.",cover for the DVD drive,negative,4,27
1327,But the arm velcro is torn after one use.,arm velcro,negative,8,18
1639,The software is amazing.,software,positive,4,12
1288,"We carry the netbook around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards.",LCD,negative,84,87
2959,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",2 GB of RAM,positive,4,15
26,"The battery life is amazing, the versitility is outstanding.",battery life,positive,4,16
1194,"It is known as Safari, and if you are doing any website work, you should know that many hosting companies do not support it.",Safari,neutral,15,21
264,Vista is a nightmare.,Vista,negative,0,5
2214,The program came with the computer and works beautifully.,program,positive,4,11
2806,"the hinge design forced you to place various connections all around the computer, left right and front.",hinge design,negative,4,16
1221,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",screen,positive,52,58
1237,The So called laptop Runs to Slow and I hate it!,Runs,negative,21,25
359,Charger seems large for this class of computer.,Charger,negative,0,7
2690,I dislike the quality and the placement of the speakers.,speakers,negative,47,55
2713,"The screen graphics and clarity, and sharpness are great.",screen graphics,positive,4,19
2071,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",customer support,positive,12,28
2348,The unibody design is edgy and durable.,unibody design,positive,4,18
1441,STOPPED BOOTING UP less than a week after my one-year warranty was up.,BOOTING UP,negative,8,18
2860,"But, for the cost this is a winner.",cost,positive,13,17
91,Later it held zero charge and its replacement worked for less than three months.,charge,negative,19,25
817,"  Also, the battery does not last very long at all.",battery,negative,12,19
427,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",software,conflict,57,65
3085,I looked around and based off my price/features comparison from a brand I trusted I landed here.,price,neutral,33,38
1139,  I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,services,negative,44,52
1591,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,performance,positive,7,18
1067,Unless you need the Bluetooth 3.,Bluetooth 3,neutral,20,31
536,I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,warrenty,negative,104,112
1434,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",internet connection,negative,59,78
293,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,external harddrives,negative,40,59
2386,I don't understand why only Windows 7 Starter is included.,Windows 7 Starter,negative,28,45
18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",functionality,positive,36,49
1610,My macbook is so much better looking and so thin!,looking,positive,29,36
2292,The ease of use is wonderful.,use,positive,12,15
2596,This system came loaded with Windows 7 Starter.,Windows 7 Starter,neutral,29,46
614,"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).",battery life,negative,6,18
171,The battery gets so HOT it is scary.,battery,negative,4,11
2753,Best thing is I can use existing 32 bit old programs.,programs,positive,44,52
3,It's so nice to look at and the keys are easy to type with.,keys,positive,32,36
1641,I am forever changed and will no longer buy a Windows based machine for personal use.,Windows,negative,46,53
2814,The only thing I would change about it is the mouse keys.,mouse keys,negative,46,56
43,"It is absolutely horrible to use, despite all its so called advanced features.",features,negative,69,77
1056,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",drivers,neutral,72,79
2996,I have to keep turning it until it decides to lower and there is no mute.,mute,negative,68,72
3022,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,color reproduction,positive,36,54
1850,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,warranty,neutral,86,94
2368,He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,use,positive,30,33
2233,"u can do what u want in just few seconds, even to start up your computer takes few seconds.",start up,positive,50,58
1613,"Also, macbooks come with much more features which are so cool!",features,positive,35,43
510,They sent out a Sony 'Certified' technician.,Sony 'Certified' technician,neutral,16,43
2353,They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,proprietary software,positive,30,50
2563,Getting the Apple Care plan is a must.,Apple Care plan,positive,12,27
2306,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,cd drive,neutral,130,138
1432,"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",programs,neutral,36,44
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",processor,positive,25,34
2966,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,battery,negative,25,32
2211,The graphics on this computer are also stellar - very clear and vivid.,graphics,positive,4,12
2819,"Aside from the trial software and the short battery life, lack of a webcam, its great.",trial software,negative,15,29
1633,"As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.",Windows,positive,14,21
1351,I think that if it is the motherboard again so soon that they should replace it.,motherboard,negative,26,37
2220,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",programs,positive,87,95
2723,"Graphics are clean and sharp, internet interfaces are seamless.",Graphics,positive,0,8
73,"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",black keyboard,negative,10,24
1082,Sony parts reliability and quality of service is recenlty the worst.,service,negative,38,45
2677,"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",software options,negative,38,54
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",features,neutral,31,39
223,It just works flawlessly!,works,positive,8,13
1332,"Do you think I purposely ""destroy"" my netbook, so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution.",service center,negative,145,159
846,I'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).,port,negative,123,127
1455,  also the battery is completely shot.,battery,negative,11,18
162,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,cooling system,positive,10,24
969,The biggest problem is that the box had no instructions in it.,instructions,negative,43,55
145,"But after using it a couple of weeks, the overall operation is poor.",operation,negative,50,59
2187,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",value,positive,55,60
2812,Screen is crystal clear and the system is very responsive.,Screen,positive,0,6
2899,I will stack it up against laptops that cost twice as much any day.,cost,conflict,40,44
1028,Or the cursor would show up some place else.,cursor,negative,7,13
87,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,software,neutral,54,62
1997,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",Windows,negative,34,41
2548,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,positive,4,13
953,"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",disc drive,negative,44,54
1179,"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",Appleworks,negative,66,76
1876,I already have a HP laptop I bought last year that's standard size.,size,neutral,62,66
2992,Battery is not upgradable to a longer life battery.,Battery,negative,0,7
559,apple has a reputation and is well known for its easy usage.,usage,positive,54,59
1888,Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,speaker grill,negative,91,104
1738,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",MacOSX,positive,52,58
374,"Love the graphics, awesome programs (including Garageband), and really cool default background.",graphics,positive,9,17
1746,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",Screen,neutral,0,6
79,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,OS,conflict,4,6
313,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",iWork,neutral,17,22
1694,"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",runs,positive,52,56
174,When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.,warranty,neutral,93,101
2452,It also came with a built it web cam which is great because I can see an communicate with my family members back home.,built it web cam,positive,20,36
2751,Good monitor and performed well.,monitor,positive,5,12
2524,It was secure and easy to navigate.,navigate,positive,26,34
1598,"I was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",graphics cards,positive,144,158
267,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,bluray player,neutral,18,31
2182,They are by far the easiest systems to actually learn about computers with.,systems,positive,28,35
561,this apple navigates you thru the unexplored world of the internet.,internet,neutral,58,66
154,"The video card is great for media, and above average for gaming, but not a gamers first choice.",video card,conflict,4,14
100,"I had of course bought a 3 year warranty, so I sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.",3 year warranty,neutral,25,40
1444,"Apparently there is a manufacturing defect, something with the amount of thermal paste.",thermal paste,negative,73,86
1796,Despite the claims of the Apple apologists (a vice of which I am recently myself reformed) the internals of Mac laptops are NO different from PCs' at this point.,internals,negative,95,104
753,Took several hours with customer support before I could even start the PC out of the box.,customer support,negative,24,40
411,Asus facial recognition doesn't work and windows logon isn't either.,facial recognition,negative,5,23
988,Windows Vista makes this computer almost unusable for online service.,Windows Vista,negative,0,13
1071,"I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.",recovery DVDs,positive,45,58
2830,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,webcam,neutral,49,55
2701,Can listen to my music and watch my videos with ease and with a great display.,display,positive,70,77
2968,"Otherwise, all other features are a 1",features,neutral,21,29
1723,The performance is awesome.,performance,positive,4,15
286,The display is beyond horrible.,display,negative,4,11
1411,There is hardly any memory on the computer's hard drive.,memory,negative,20,26
1956,"Actually, I had noticed the one on the sales floor also didn't have sound!",sound,negative,68,73
1469,"Next, most Acer laptop fans are on the bottom which is right on your laptop.",fans,neutral,23,27
2833,the laptop preformed pretty well.,preformed,positive,11,20
298,I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,system,neutral,98,104
1447,I loved the netbook (minus the fact that it was windows OS) until this started happening.,windows OS,negative,48,58
1810,"The minute you fire it up it's all good, very easy user interface.",user interface,positive,51,65
1419,  I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,warrenty,negative,168,176
1660,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",iDVD,positive,12,16
459,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive,neutral,20,30
2884,"I love the easy to see screen, and It works well for work, persoal or just play.",screen,positive,23,29
2082,"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",word processing,neutral,66,81
1391,the mouse pad and buttons are the worst i've ever seen.,mouse pad,negative,4,13
2257,Awesome graphics!,graphics,positive,8,16
2617,It really is perfect for work and play.,play,positive,34,38
2653,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",Intel i processors,negative,73,91
2674,One drawback I noticed was sound quality via USB.,sound quality via USB,negative,27,48
519,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",battery life,negative,4,16
1534,"I have had another Mac, but it got slow due to an older operating system.",operating system,negative,56,72
105,"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",Windows XP drivers,negative,48,66
3065,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",features,positive,74,82
2057,"Was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.",motherboard,negative,95,106
251,"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.",Google Chrome,conflict,22,35
2073,"Also the speakers are not very loud, But it is a netbook.",speakers,negative,9,17
2890,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,PRICE,positive,27,32
508,Just a black screen!,screen,negative,13,19
2352,A key contributor that led me to Mac is the art aspect.,art aspect,positive,44,54
1923,"Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even power on.",battery,negative,14,21
2631,"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",surfing,positive,90,97
2851,My first problem was with the pre-loaded Norton Firewall/Security program.,pre-loaded Norton Firewall/Security program,negative,30,73
2741,"I had a USB connect but, i can't use it because it is not compatible.",USB connect,negative,8,19
398,"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",hard drive,negative,117,127
329,"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",expense,negative,97,104
2069,"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",cd drive,conflict,62,70
2081,I love the multi-touch trackpad.,multi-touch trackpad,positive,11,31
406,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,extended warranties,negative,33,52
14,"Not too much ""junk"" software to remove.",software,positive,20,28
1076,System is loosing about 20% of performance because of that.,performance,negative,31,42
2395,"It is easy to use, good quality and good price.",quality,positive,24,31
1562,"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",Apple keyboard,neutral,22,36
2786,The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,extended warranty,neutral,4,21
2724,"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.",RAM,neutral,75,78
854,"  The hard drive crashed as well, and I had to buy a new  power cord.",hard drive,negative,6,16
253,Another issue I have with it is the battery.,battery,negative,36,43
881,"After 2 months of complaints, Asus finally sent the right power supply to my techies.",power supply,neutral,58,70
486,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Sony Sonic Stage software,neutral,24,49
1487,"My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter.",works,positive,15,20
2508,PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Keynote,neutral,86,93
2571,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,positive,34,38
1435,"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",browser,neutral,78,85
2748,"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",carry,positive,8,13
350,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,negative,9,17
1925,"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",programs,negative,142,150
2749,Love that it doesn't take up space like a regular computer.,space,positive,29,34
769,Asked the customer service rep.,customer service rep,neutral,10,30
3046,"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",genius bar staff,negative,58,74
1596,"Just keep in mind the graphics is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.",graphics,conflict,22,30
2736,"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",Mouse Cable,negative,16,27
1047,"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",RAM slots,neutral,3,12
762,I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,ASUS TECH SUPPORT,negative,39,56
113,"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,negative,92,98
2836,"the mouse on the pad, the left button always sticks.",mouse on the pad,neutral,4,20
1459,  i have tried to charge on different batteries with no luck.,batteries,negative,38,47
2188,"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",battery life,positive,84,96
2274,"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",built in tools,neutral,11,25
2303,the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,size,positive,4,8
2868,True quality at a great price!,quality,positive,5,12
169,Not easy to carry.,carry,negative,12,17
2409,The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,programs,positive,4,12
1322,"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",LG service center,negative,34,51
1740,The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Material,positive,4,12
2239,"After doing extensive research, macconnection had the lowest price on the 15"" MBP i5.",price,positive,61,66
367,I am ADDICTED to photo booth!,photo booth,positive,17,28
335,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",operating system,positive,4,20
3042,Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,Hard disk,neutral,0,9
1481,It is extremely portable and easily connects to WIFI at the library and elsewhere.,connects to WIFI,positive,36,52
2491,"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",applications,positive,41,53
1648,And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,screen,positive,8,14
1869,"  I considered I may have too much on the computer, but after looking, there was plenty of space and that is not the issue.",space,positive,91,96
2763,I don't use my laptop in a way though that needs a long battery life so it's perfect for me.,battery life,conflict,56,68
1457,  i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,charge,negative,68,74
763,"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",power adapter,negative,64,77
1977,"I saw walmart had the same computer for about $650 but still knowing what I know now,I would not buy it at that price.",price,negative,112,117
2156,"Of course, for a student, weight is always an issue.",weight,neutral,26,32
626,"Now mainboard is broken, have to wait for a new one.",mainboard,negative,4,13
3056,"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",speed,negative,4,9
1879,2.The wireless card is low quality.,wireless card,negative,6,19
2121,They also use two totally different operating systems.,operating systems,neutral,36,53
2420,They are about the same size keys.,keys,neutral,29,33
2107,I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.,portability,conflict,35,46
907,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",accessories,negative,90,101
160,"They offer the best warranty in the business, and don't 3rd party it out like Toshiba.",warranty,positive,20,28
2926,The only problems are the sound isnt very loud I have to wear headphones.,sound,negative,26,31
1632,Again- windows based machines were not giving me anything to work with!,windows,negative,7,14
2142,"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",system,neutral,100,106
348,i love the size of the computer since i play games on it.,size,positive,11,15
1377,"You know, using the computer should be fun, not aggrevation, especially when you are playing games or working with photos.",playing games,neutral,85,98
2167,There are no viruses or spyware to worry about like on a Windows computer.,Windows,negative,57,64
2932,To be honest i think it was faulty equipment or something but idk.,equipment,negative,35,44
2904,"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",size,positive,34,38
440,"I love its solid build, light wt and excellent battery life (for now).",build,positive,17,22
2671,"while about 8 years ago, I hope that the quality has changed.",quality,negative,41,48
1812,"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",Apple navigation,neutral,83,99
639,-I propose that I can just swap the hard drives.,hard drives,neutral,36,47
2311,"The battery holds up well, it's built very solidly, and runs fast.",battery,positive,4,11
2725,Sound card is limited though.,Sound card,negative,0,10
671,This is a nicely sized laptop with lots of processing power and long battery life.,processing power,positive,43,59
831,  The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements.,Vista,negative,79,84
111,"The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.",keyboard,conflict,4,12
1564,The display is awesome.,display,positive,4,11
6,The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,mouse,conflict,4,9
98,It took several weeks just to get them to acknowledge that I owned the warranty.,warranty,negative,71,79
2584,The keyboard is like no other laptop keyboard.,keyboard,neutral,4,12
613,-Computer crashed frequently and battery life decreased very quickly.,battery life,negative,33,45
637,-I propose that they can just swap the hard drives.,hard drives,neutral,39,50
1061,Every driver on the drivers/applications DVD is everything you will need for a reload.,driver,positive,6,12
1226,I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,neutral,15,27
2627,It's also fairly easy to use the Operating System.,Operating System,positive,33,49
1980,"I know that ASUS is known for making motherboards, but this is the worst computer experience that I have ever had.",motherboards,conflict,37,49
2558,We figure that after everything HIS pc actually ended up costing $350 more than my original Mac.,costing,negative,57,64
1026,So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,AC plug,negative,14,21
2694,Peformance is good for the price.,Peformance,positive,0,10
1228,The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,shipping,negative,64,72
755,Summary: HP knew they were shipping out bad BIOS and did nothing proactive to resolve it.,BIOS,negative,44,48
1947,I had 3 months when the ports started going out.,ports,negative,24,29
3017,"The improvements to the OS have been relatively gradual, but substantive.",OS,positive,24,26
319,It is super easy to use.,use,positive,20,23
1406,Many of my classmates computers hard drives crashed.,hard drives,negative,32,43
22,Ease of use is just one of the benefits I love about my Mac.,use,positive,8,11
2576,"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",MS Office,neutral,81,90
1775,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping,positive,57,65
2279,The sheer power and flexibility makes the MacBook Pro a must have for any techie!,power,positive,10,15
2917,The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,HDMI port,negative,26,35
550,The speakers on it are useless too.,speakers,negative,4,12
3076,Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,Battery,neutral,0,7
1768,Iphoto is great for adding pictures right to facebook and other social networking sites.,Iphoto,positive,0,6
1936,"In early May I got it back and this time I only had it back for 1 day before it had a NEW issue so it was sent back in for the 6th time they ""expedited"" the repairs so I was only supposed to have to be without it for 3 days and it was supposed to be fixed, by a ""Senior Tech"".",Senior Tech,negative,263,274
2859,"Some features arent friendly ( volume wheel, sound quality, etc.",volume wheel,negative,31,43
2745,"A cheaper price should not equal a ""cheap"" product.",price,positive,10,15
2489,"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",manual,neutral,12,18
2203,Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,software,neutral,76,84
1053,Adjust the sensitivity since it's not that responsive to begin with.,sensitivity,negative,11,22
593,"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",battery life,conflict,28,40
354,"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",battery life,negative,37,49
2010,  Later it held zero charge and its replacement worked for less than three months.,charge,negative,21,27
950,  The company sent me a whole new cord overnight and apologized.,cord,positive,34,38
2761,It's even easy to hook up to other wireless networks.,hook up to other wireless networks,positive,18,52
822,"  Also, I have had alot of trouble with the shift key to go to other lines.",shift key,negative,44,53
771,"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",rep,negative,4,7
577,It gives me the power and speed that I need to run all the programs I use to edit.,power,positive,16,21
2247,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,iLife,positive,0,5
2267,"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",portability,positive,58,69
945,  Again I sent it back and they replaced the motherboard and some fan inside.,motherboard,neutral,45,56
2160,"Fully charged, the MacBook Pro can last about five hours unplugged.",charged,positive,6,13
2254,"Even though it is much more expensive than many PC laptops, it is worth the price.",price,conflict,76,81
290,"I know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls.",price,neutral,59,64
1467,"For me, keys were starting to get stuck and wouldn't type very well.",keys,negative,8,12
608,can't reinstall with standard os cd because of proprietary hardware drivers.,standard os cd,negative,21,35
255,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",battery,neutral,121,128
395,The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,delivery,negative,35,43
1104,The first programm I switched on was a game for my children.,programm,neutral,10,18
2922,I have been very pleased with the performance of this laptop.,performance,positive,34,45
2398,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",battery life,positive,48,60
2581,Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,features,neutral,37,45
1766,It is sleek and lightweight and charges quickly when needed.,charges,positive,32,39
2236,"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",size,positive,101,105
1717,( The iBook backup also uses a firewire connection).,iBook backup,neutral,6,18
2766,"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",camera,neutral,21,27
448,Also the display is exceptional!,display,positive,9,16
1225,The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,repair depot,neutral,34,46
207,Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.,keyboard shortcuts,positive,20,38
2805,little short on RAM but you get what you pay for.,RAM,negative,16,19
1819,"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",software,negative,24,32
904,"THEN, one month after the warranty expired, the replacement charger went.",warranty,neutral,26,34
2093,"I love a ""pc"" but I was ready for a change and tired of the windows system.",windows system,negative,60,74
890,"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad.",cursor,negative,5,11
722,"Other installed features, such as certain printer software, are also most attractive.",features,positive,16,24
575,"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",power,neutral,81,86
494,"It had a seventeen inch screen which I wanted, but I didn't realize at the time it would be such a monster!",seventeen inch screen,conflict,9,30
