id,publish_date,title,Text,central body,political figure,affiliate,Mishka Stance
eaa59f120aaa2237e8c8617b3940ae402587f432dc3dd5e76d781220b2eaf25e,2019-07-10,"BJP’s One Nation, One Poll Plan: Nafisa Ali Sodhi Criticises A Plan That May Crush Democracy","In reality, only a very minimal percentage of the government staff, and NOT the entire staff, is posted on election duty throughout the country during Lok Sabha polls, and it is even less for state assembly elections. Moreover, the period for election duty can last between 1-14 days at the most. Thus, to argue that to avoid wastage of government officers’ loss of working days we must have ‘one nation, one election’, is misleading. Then there is the argument that by holding the elections together and only once in five years, will save a lot of expenditure. The figures given in support of this argument are an estimated Rs 60,000 crores, that was spent by political parties during the 2019 general elections. It is further estimated that out of this amount, more than 50 percent was spent by the BJP. While it is true that elections are becoming costlier, however, legally speaking the actual cost of the election should not be more than Rs 4,000 crore (543x0.7x5 = Rs 1900 crore + Rs 1,100 crore for political parties + Rs 1,000 crore for independents, and other miscellaneous expenses). There is a ceiling of Rs. 0.7 crore on election expenses for",,,bjp,neutral
0ae3ecbb3950e5d20f79873eab2bd1d84909be4487bd20df302cf75ead1874be,2019-02-20,Why it makes sense for Rahul Gandhi & Congress to persist with Rafale as 2019 campaign issue,"It has even invited mockery from his political opponents, with one of them suggesting he change his name to ‘ Rafale Gandhi ’ and another stating that he suffers from a disease called ‘ Rafale-iya ‘. Party president Rahul Gandhi has led the charge. He has made Rafale the cornerstone of his campaign against the government and more specifically, PM Modi. He holds press conferences on Rafale almost weekly, he speaks about it at almost every campaign rally, he addressed the issue in Parliament and it even dominates his Twitter timeline. For somebody who was once known for rarely speaking to the press, giving very few speeches in Parliament and being inactive on social media, Mr Gandhi’s communication blitzkrieg on Rafale has taken many by surprise. Barring what is likely to be only a temporary halt due to the Pulwama terror attack , the Congress party has been relentless in its focus on trying to expose the alleged corruption in PM Narendra Modi government’s Rafale deal. Also read: Decoding the Rafale numbers: Where Rahul Gandhi and Modi government went wrong The Rafale plank Many political observers have suggested that the Congress president is making a mistake by choosing Rafale as",central government,narendra modi,,neutral
258af2724606797da1609bddf7c1222e714802abd01e2d6f701ed5a40036592e,2020-10-29,"Alliance, arithmetic and leadership","The inability of any one political party to win a majority on its own makes alliance formation crucial for winning an election in Bihar. This has been the story of the last seven assembly elections and continues to be the story now. Neither of the two national parties, the Congress and BJP, nor the two dominant regional parties, the JD(U) and RJD, are in a position to win a majority on their own. Smaller regional parties like the Lok Jan Shakti Party (LJP), Hindustan Awam Morcha (HAM) of Jitan Ram Manjhi, Rashtriya Lok Samata Party (RLSP) of Upendra Kushwaha or Vikassheel Insaan Party (VIP) of Mukesh Sahani enjoy limited support. Nitish Kumar is a popular chief minister but his capacity to win votes for his party remains limited, given its presence in only a few districts. Even at his peak, Lalu Prasad was unable to win a majority on his own. This political plurality makes alliance key to the electoral success. Any alliance which has two of the three major parties — the JD(U), BJP and RJD — enjoys a definitive lead over its rivals. The verdict of various elections in Bihar over the last few decades has never defied",,,"bjp,jdu",neutral
5fea2360928de9e4c51dda91ab1234570ea58bdd769b12176bc9e404e7292a9e,2018-12-20,India's general election 2019 will be the biggest test of social media influence on results,"India already has close to 900 million eligible voters and an estimated half-a-billion have internet access. When India votes in a general election next year, it will be the world’s largest democratic exercise, and the biggest ever test of the role of social media in an election. As the ruling Bharatiya Janata Party (BJP) readies for battle with the newly energised Congress party-led opposition in the election that must be held by May, the role of Facebook, Twitter and WhatsApp could be crucial in deciding who wins. Advertisement India already has close to 900 million eligible voters, and an estimated half-a-billion have access to the Internet. The country has 300 million Facebook users and 200 million on Facebook’s WhatsApp messaging service - more than any other democracy. Millions use Twitter. “Social media and data analytics will be the main actors in the upcoming India elections. Their use would be unprecedented as both parties now use social media,” said Usha M. Rodrigues, a communications professor at Deakin University in Melbourne, Australia, whose research has focused on social media and Indian politics. The potential for abuse is also immense, with incendiary news and videos capable of fanning violence in the sprawling multi-religious",,,bjp,neutral
30999add79b798a66e538e1486c89900ac593036f2b1264e39b66bd86e88fc05,2024-07-10,The 13 Bypolls Today Are a Crucial Test for BJP After the Lok Sabha Setback,"As India prepares for assembly bypolls in 13 constituencies across seven states today, the political landscape is tense and charged with anticipation. These elections follow the closely contested 2024 Lok Sabha elections where the Bharatiya Janata Party (BJP) secured 240 seats, falling short of a full majority and thus having to rely on its allies to form the government. This outcome has heightened the significance of every subsequent electoral contest for the BJP, making these bypolls particularly critical.",,,bjp,neutral
c8945a602922d67c6651da37f471a7324c254c18bd41174141e693a71adeb9ad,2019-12-24,Hemant Soren could teach Congress a thing or two about fighting Narendra Modi,"Elections are won by opponents who know how to exploit anti-incumbency and capitalise on their rivals’ mistakes. You could give credit to Raghubar Das, Jharkhand’s unpopular chief minister, and if you’re brave, you could also wonder about the election strategies of the BJP’s Chanakya, Home Minister Amit Shah. Yet, there are few governments that survive anti-incumbency, and there is no election strategist who does not make mistakes. The credit for the resounding victory of the Jharkhand Mukti Morcha-led alliance in the assembly election Monday goes to only one man: Hemant Soren. It is no mean achievement to defeat the Bharatiya Janata Party juggernaut led by Prime Minister Narendra Modi a few months after the party swept the 2019 Lok Sabha election. That’s what Hemant Soren did very well in the Jharkhand assembly election. Unlike leaders of the Congress party, Soren did not wring his hands and blame the Indian media, the voter, Hindutva politics or the BJP’s use of nationalism. Instead of making excuses, he went out and performed his duty as an opposition leader. Also read: Jharkhand verdict has a message for turncoats — don’t switch sides just before polls Positive campaigning Even though his party was washed out",ministry of home affairs,"raghubar das, amit shah, narendra modi",bjp,
1c21d0a2408ec5a28921d12126b0459b4f85f712e3e22f829aa2a6478d82334a,2024-12-23,​Pie in the sky: On the idea of simultaneous elections,"With the Union government introducing two Bills in the Lok Sabha to implement its idea of simultaneous elections to the Lok Sabha and the State Assemblies, the stage is set for Parliament to debate the feasibility, or otherwise, of the idea of what the government calls “One Nation, One Election”. With the Opposition pressing on a division of votes on the introduction of the Bill — 263 for and 198 against — the writing on the wall was clear. The government does not have the two-thirds majority in Parliament to pass the constitutional amendments to facilitate simultaneous elections. A 39-member House panel will examine the two Bills. The content in the Bills themselves are in line with the recommendations of a committee headed by former President of India Ram Nath Kovind that envisaged simultaneous Lok Sabha and Assembly elections as a first step, followed by municipal and panchayat polls within 100 days of the general election. For the amendments to conduct municipal elections, they would have to be ratified by at least half of the State Assemblies. The Constitution Amendment Bill seeks to add a new provision that will provide for the timeline for simultaneous elections and as per the",central government,ram nath kovind,,neutral
9d8c0fd395ea36a231afef57427b781c6a8fd51e47a608b33e37f22cf181c516,2023-04-14,Can Modi Swing It For BJP In Karnataka?,"This article was first published 2 years ago The BJP leadership knows it can't boast of governance in the state as the Bommai government has little to show. So, the game plan is to project Modi, who will reiterate how important it is for a state to have the same party ruling in power at the Centre, observes Ramesh Menon. IMAGE: Narendra D Modi, the Bharatiya Janata Party's primary electionm campaigner, addresses the Vijaya Sankalpa Yatra Mahasangama in Davangere, March 25, 2023. Photograph: Karnataka BJP/Twitter The Karnataka assembly elections on May 10 will be critical for both the Bharatiya Janata Party and the Congress as the results will determine how the political scenario will change in India. State assembly elections are scheduled later this year in Rajasthan, Madhya Pradesh, Telangana and Chhattisgarh. Both these parties have to do well there too to create an environment for doing well in th next year's Lok Sabha elections. The BJP knows it has to win Karnataka as it is presently the only southern state it rules. A win will make it easier to spread their influence in the south where it has a poor presence and also shed the label of how it",,"basavaraj bommai, narendra modi",bjp,anti
4364dff7e1fcd99d035925c7d893e2b8cb9b3be47230bf800d8b7ba136906dda,2021-04-30,Why BJP-led Mitrajot may become Assam’s first non-Congress govt to win consecutive terms,"As the country battles a second wave of coronavirus, four Indian states and one Union Territory await new governments in less than three days, with counting of votes polled in the five assembly elections is scheduled for May 2. Puducherry saw a contest between the Congress-led United Progressive Alliance (UPA) — which lost its majority just before the election schedule was announced — and the National Democratic Alliance (NDA), which is led by AINRC of N Rangasamy in the Union Territory. The BJP is a junior partner in Puducherry NDA. advertisement In Kerala, the main electoral fight was between incumbent Left Democratic Front (LDF) led by the CPI-M and the Congress-led United Democratic Front (UDF). The BJP is likely to play a minor role. The Dravida Munnetra Kazhagam (DMK) and All India Anna Dravida Munnetra Kazhagam (AIADMK) led alliances were the main poles of competition in Tamil Nadu, whereas in West Bengal, the BJP got all guns blazing trying to dislodge the Trinamool Congress from power. BUT ASSAM IS UNIQUE In Assam however, the BJP contested to retain power for another term. Assam is the only state where the BJP is in power. The saffron party leads the Mitrajot (Alliance",,n rangasamy,"nda, bjp",neutral
8af943cd1c92385fc16971cab412df3ab72fecb11a784c3cb2180c9d23f11037,2024-09-26,Opinion: How will Tirupati laddu row impact Hindutva politics?,"Two politically uncomfortable facts stand out in the aftermath of the alleged scandal over laddus in the famous Tirupati temple in Andhra Pradesh. Both could outwardly appear paradoxical. Both facts or sentiments were visible in a nationwide survey conducted by CVoter after the revelation that the ghee used to make the laddus was adulterated and contained fish oil, beef tallow, and pig lard among other things. Devout Hindus across the world have been outraged even as politics continues over the issue. advertisement What are the two seemingly paradoxical sentiments? First, a huge majority of Indians believe that this adulteration is a deliberate act to hurt the Hindu faith. A shade more than six out of every ten respondents share this sentiment. Yet, when asked if the government should not run temples and hand them over to the devotees as is the practice in other religions in India, the proportion of INDIA bloc supporters who favour the move is just marginally higher than those who disapprove. In effect, more than four out of every ten INDIA supporters think that the government should continue to control and administer temples in the country. This is despite two-thirds of India bloc supporters saying a",central government,,,neutral
2e0ca32349711344ecd12a7075d6add05d63240499d4f436a121c837255c03a4,2024-04-02,Elections 2024: Why Gujarat Continues To Be BJP's Fortress,"Gujarat has been a Bharatiya Janata Party (BJP) bastion ever since the party's historic win in the state in 1995. For the upcoming general elections, the party is confident that it will retain all 26 Lok Sabha seats in the state. The Congress is set to contest 24 seats, while the Aam Aadmi Party (AAP) has fielded candidates in Bharuch and Bhavnagar. In the 2022 state assembly polls, the BJP had secured a record 156 out of 182 seats. This was when the Congress and the AAP were contesting separately. The results and the campaign underlined the fact that ‘Brand Modi' was unshaken and that Prime Minister Narendra Modi continued to be the BJP's biggest trump card for voters. Impressive Track Record The BJP has won seven consecutive assembly elections since 1995, an incredible feat in itself. By the time the current assembly completes its term in 2027, the BJP government will have been in the state for 32 years – just one year and 11 months less than the Communist Party of India-Marxist's (CPI-M) nearly 34-year reign in West Bengal from 1977 to 2011. In the 2022 assembly elections, the BJP won a record 156 seats in Gujarat with",,narendra modi,bjp,pro
acb2c4d475e326bfb9281c477043e9cfca05b97feabc93d4f8c7e51cbc6b7204,2024-04-08,BJP's 44 Years: How Strong Is Its Fort Going Into 2024 Polls,"On April 6, as the Bharatiya Janata Party (BJP) marked it's 44th anniversary, the theme of its Foundation Day was ""Phir Ek Baar Modi Sarkar"" (once again, Modi government). It thus is an apt time to assess the party's prospects for the 2024 general elections and to see how strong its fort is going into the Lok Sabha polls. In 2014, the BJP comprehensively defeated the Congress as it won 282 seats, and a 31% vote share. In the next Lok Sabha election, it surpassed this record with 303 seats and an even bigger vote share of 37%. 1. The Biggest Party Across All Regions It is generally believed that the BJP is strong in the North and the West but weak in the East and the South zones. While that is true, the BJP is still the single largest party in all the four regions. It's because the latter two have many regional parties that have pockets of influence but are not united under a common banner. The North and the West are strongholds of the BJP, where it won 155 out of 191 seats (81% strike rate) and 51 out of 78 seats (65% strike rate), respectively. However,",,,bjp,pro
3e0d6e7ec12a40eebf24cd0ab5452e808f37725ecd6f975ecb7a17471f3adc93,2023-06-08,"One sheath, two swords: What Kamal Nath and Digvijaya Singh bring to Congress table in MP","Less than two months before the 2018 Assembly elections in Madhya Pradesh, senior Congress leader and former Chief Minister Digvijaya Singh was caught on camera saying that he had stopped campaigning because his speeches were costing the Congress party votes. Singh’s frank admission was fodder for the ruling Bharatiya Janata Party (BJP), which ridiculed him and claimed that the grand old party had thrown its hands up even before the first vote was cast. True to his words, Singh kept a very low profile throughout the campaign and the party formed a government despite falling short of a simple majority by two seats. advertisement Last week, another party veteran, Kamal Nath, said most people in Madhya Pradesh did not know him before May 1, 2018, the day he became the Pradesh Congress Committee chief. But the situation has changed now. By May 2018, Nath had already spent nearly four decades in Madhya Pradesh, representing the Chhindwara constituency in the Lok Sabha for most of that period. Six months later, he became the chief minister, though only for 15 months. The ruling BJP taunted him, saying nobody knew him in the state before because he had done nothing for them. Also",,,bjp,neutral
d93774c91d7c854bb0547fc2f588acedf09ef6f8db8ed0e93dcb34ee63dc442e,2023-01-10,Why delimitation in Assam is important,"The process to redraw the boundaries of parliamentary and assembly constituencies in Assam kicked off on New Year’s Day. The proposed delimitation has stoked fears and controversy, with some groups and Opposition parties saying it may end up further marginalising communities seen as outsiders to the state by the political establishment. Historically, Assam’s politics has been associated with a complicated set of social divisions — that between the Assamese and Bengali languages, tribal and non-tribal groups, and tea plantation and reserve forest areas, among other things. Since the Bharatiya Janata Party (BJP) stormed to power in 2016, however, the state has seen an extraordinary flattening of these social divisions, at least electorally, to a single Hindu-Muslim cleavage. This is a consequential backdrop for the proposed delimitation in Assam because one part of the state has a high spatial concentration of Muslims, and the other parts of Assam have very few Muslims; in elections, this maps to areas where the BJP does poorly and very well, respectively. This electoral flattening of Assam’s complex politics has turned the state’s political map into one that is comparable to that of Jammu and Kashmir — where the BJP dominates in Jammu, and is decimated",,,bjp,pro
a77b4856eead1386a75a0aa5b301fff989f00711669d84ec429ef20d05c89db3,2024-03-16,Lok Sabha polls in Maharashtra: SWOT analysis of parties,"Live Events (You can now subscribe to our (You can now subscribe to our Economic Times WhatsApp channel The ruling NDA, comprising BJP , Ajit Pawar-led NCP, and Eknath Shinde-led Shiv Sena will take on state-level opposition Maha Vikas Aghadi combine of Congress , NCP (Sharadchandra Pawar) and Shiv Sena (UBT) in the fight for 48 Lok Sabha seats in Maharashtra Lok Sabha polls in Maharashtra will be held in five phases on April 19, April 26, May 7, May 13 and May 20. Counting of votes will be held on June 4.The Maha Vikas Aghadi (MVA) is part of the INDIA bloc in the key swing state, which send the second highest number of MPs to the Lower House after Uttar Pradesh, which has 80 Lok Sabha seats. In 2019 polls, BJP (23 seats) and the undivided Shiv Sena (18) were together and put up an impressive show, winning 41 of the 48 seats. Since then, regional heavyweights Shiv Sena and the NCP have suffered splits, making Maharashtra's politics fragmented and poll outcome difficult to predict.Following is a SWOT (strengths, weaknesses, opportunities, threats) analysis of the main political parties in Maharashtra:*The mass appeal and popularity of PM Narendra Modi,",,"ajit pawar, eknath shinde, narendra modi","nda, bjp, ncp (ajit pawar-led), shiv sena (eknath shinde-led)",neutral
2e76ced824535528a2f59487d458a8e56a80947afd09c2296152e1a1af01626a,2024-04-17,"No support from the BJP, ‘partial allies’ in the Opposition","From opposing the legalisation of same-sex marriage in the Supreme Court of India initially to maintaining a diplomatic silence after the Court handed down its eventually disappointing judgment in 2023 (in Supriyo @ Supriya Chakraborty & Anr. vs Union of India), the Congress party has released its Nyay Patra, its election manifesto for 2024, which has a dedicated section on the rights of senior citizens, persons with disabilities, and LGBTQIA+ people. The party promises that, if elected to power, they would fulfil the Court’s mandate of ensuring a high-powered committee at the Union government level is set up to hold widespread consultations with relevant stakeholders to pass a law legalising civil unions for LGBTQ+ couples. A few things must be noted here. First, during the marriage equality hearings, Solicitor General Tushar Mehta, appearing for the Bharatiya Janata Party government, opposed marriage equality and sought the views of all States and Union territories. At that time, there was a studied silence by the Congress. However, the Rajasthan Congress, led by Chief Minister Ashok Gehlot, weighed in, stating in his submissions that legalising same-sex relationships would create “imbalance” in the social fabric of the country, and would lead to “widespread consequences for",central government,,bjp,neutral
65b152b6e1a574f2c7202bc484ea2385a7971d32d3b01c5609ba67617f60dae0,2023-07-10,BJP’s acquisition-and-alliance strategy is key to its expansion,"If BJP has to increase its electoral footprint, it must look at acquiring talent externally – especially in places where its own leadership isweak or non-existent. What’s critical for BJP is to convert the present momentum around Narendra Modi’s pan-India popularity intoelectoral dividends in some states. PTI Few would have imagined a decade ago that BJP would enter the 2024 electoral ring with four of its state unitsheaded by not rank BJP insiders but leaders who have joined from other parties, of which two are ex-Congress. At one point, this would have been considered impossible in a party in which attaining a post was seen as an outcome of the years spent within the fold mastering the larger ideological purpose.But that’s clearly changed with the",,narendra modi,bjp,pro
3cf8896d67ff4b27d0bc0af2f4893f58796a5eb73e2ac43cd89f7fe4ad1f8bba,2023-07-18,How India can prevent unnatural political alliances,"Twenty-six opposition parties are in a meeting in Bengaluru. Ostensibly, the objective is to unite all the political parties that are ideologically opposed to the BJP to consolidate voter support for the 2024 national elections. At the same time, there are also 30 (apparently) other political parties in a meeting in Delhi, under the leadership of the ruling BJP, to consolidate an anti-Congress bloc. No one can make an honest case that the parties on either side of the ideological spectrum are natural alliance partners, who are in perfect harmony with each other. While these meetings seemingly reflect ideological-political formations, at their root, the primary driving force for such unity and alliance efforts is arithmetic. The aim is to ensure that votes of one formation do not get divided and the goal is to minimise splitting of votes on each side. In its naked form, these initiatives are merely a political response to the arithmetic of the first-past-the-post (FPTP) electoral system in India’s extremely diverse political landscape. The fountainhead of such electoral alliances among dozens of natural and unnatural parties is the fact that more than 600 parties contest the general elections and nearly three dozen parties have at least",,,bjp,neutral
37c3b0e43866403d10e050ca06ee9ee26f90ea0ce6d406b741da921e684a6866,2020-03-02,"JNU sedition case: In 2016, Arvind Kejriwal called Kanhaiya Kumar's speech brilliant. Why U-turn now?","Four years is a very long time in Indian politics. In fact, the term 'very long' too may be an understatement, given the twists and turns we are getting accustomed to of late. Arvind Kejriwal is no exception and is rather one of the prime characters central to this hotchpotch. Be it his love-hate-love-hate relationship with the Congress in the run-up to the 2019 Lok Sabha election (when he desperately tried to ink a pre-poll alliance), or the diametrical change in his demeanour in engaging with Prime Minister Narendra Modi after the elections (from calling him a ""coward and psychopath"" to now going extremely soft on him), Arvind Kejriwal has come a long way. advertisement Last week, his government in Delhi gave a go-ahead to the Delhi Police to prosecute former JNU Students' Union president Kanhaiya Kumar in a sedition case dating back to 2016. The sedition case is against the same Kanhaiya Kumar whom Kejriwal had four years ago described as a person with ""amazing clarity of thoughts"". It's the same sedition charge against which the Aam Aadmi Party had protested strongly and slammed the Modi government and the Delhi Police in 2016. The case pertains to February 9,",central government,narendra modi,,neutral
15bbc38ccc197375d3786330682c68c6cb221c4a0269f823d8f3cc9d9c525dc0,2022-06-23,Murmu for President: How NDA is splitting opposition further across states,"The July 18 presidential election was an opportunity for India's fragmented political opposition to consolidate and expand its base across regions. But it has seemingly failed to rise to the occasion adequately. In 2002, the BJP-led ruling National Democratic Alliance (NDA) fielded India's 'Missile Man', APJ Abdul Kalam (a Muslim). During the last election in 2017, the coalition picked then-Bihar Governor Ram Nath Kovind (a Dalit). Given the NDA's penchant for political import and candidates that mean support even from some of the opposition constituents, a tribal face was a strong possibility this time. And the opposition was expected to be politically astute. advertisement But Yashwant Sinha was fielded by the West Bengal Chief Minister and TMC leader Mamata Banerjee-driven opposition grouping that comprises a reluctant Congress and a sulking Left but is shunned by key non-NDA constituents such as the AAP (Delhi and Punjab), the TRS (Telangana), the YSRCP (Andhra Pradesh), the SAD (Punjab) and the BJD (Odisha). ALSO READ | Who is Droupadi Murmu, NDA’s presidential candidate? There is no questioning the individual merit of Sinha, who quit the TMC before accepting the offer. But apart from the fact that he was, till not too long ago, a",,droupadi murmu,"nda, bjp",neutral
50910bb9145f826bd2786e27f969c6576494dd21d068268736cd79fc2175daa2,2019-10-21,Now is the time for the Congress to campaign on NYAY,"India’s slowdown is arguably the biggest economic crisis since 1991. Lakhs of people have lost their jobs, incomes and wages are stagnating, not leaving people with enough money even to buy essentials like underwear and biscuits. The winter of 2019, even more than the summer of 2019, is ripe for a real NYAY campaign. As PM Narendra Modi claims all is well and India is on its way to becoming a $5-trillion economy, the Congress and the opposition at large could throw him a simple challenge: universal basic income. The challenge could be refined further: give either a job or minimum basic income to every family. ‘Naukri ya NYAY’. If India is doing as well as Modi claims, no Indian family should be earning less than Rs 6,000 a month. And if one is, then the government should step in with help. There will be many benefits of a NYAY campaign, if undertaken today. Also read: If anything can defeat Modi, it’s the economy The upper hand First, it will help the opposition set the agenda. Mostly it is the Modi government that gets to set the agenda and the opposition only reacts. What the opposition has to say becomes",central government,narendra modi,,anti
22a3cff6d8bc0a9cd75edf48823218a439041f70626836ed7dd2c1a40bc1b698,2024-04-01,Lok Sabha Elections 2024: A Tale Of 'Friendly Contests,"With only days to go before the commencement of the 2024 Lok Sabha elections, it seems increasingly likely that many alliance partners will field candidates against each other. In West Bengal, for example, the INDIA bloc, presumed to be intact elsewhere, has disintegrated completely. Chief Minister Mamata Banerjee's All India Trinamool Congress (TMC) has put forth candidates in all 42 Lok Sabha seats in the state. Banerjee has boldly challenged the Congress stronghold of Baharampur, currently represented by Congress leader Adhir Ranjan Chowdhury, by nominating former cricketer Yusuf Pathan. This strategic move is believed to be calculated, considering the significant Muslim population in the area. Even the anti-TMC, anti-Bharatiya Janata Party (BJP) front comprising the Congress, the Left parties, and the Indian Secular Front (ISF) is currently negotiating to avoid ""friendly contests"" in some constituencies. Bihar's Mahagathbandhan; INDIA In Kerala In neighbouring Bihar, the Mahagathbandhan (Grand Alliance) of the Rashtriya Janata Dal (RJD), the Congress, and the Left are engaged in last-minute discussions to avert a similar situation. Their coalition in the 2020 assembly elections proved fruitful, except for the Congress, which fared poorly. The Grand Alliance, consisting of various parties, including the RJD, the Congress, the Communist Party of",,,bjp,neutral
b3a47b0bedec60a579c8b6573758523da07047d3ac84d4d1a0136c5af640c881,2019-12-06,Do government’s welfare schemes influence the patterns of voting?,"Despite its initial inclination to treat welfare schemes as old-fashioned instances of “vote bank politics”, welfare has become a priority of sorts for the Bharatiya Janata Party (BJP) under Narendra Modi. In its first term, the Modi government launched a number of flagship welfare schemes (such as the Ujjwala Yojana, Jan Dhan Yojana and Ayushman Bharat) and rebranded others. These schemes were also integrated with Aadhaar. Our findings suggest that there are some important patterns emerging in the electoral politics of welfare which are likely to shape policy design and implementation in the future(Diwakar Prasad/ Hindustan Times) In the run-up to the 2019 elections, the central government launched a new cash transfer directed at farmers — PM-Kisan — in response to rising agrarian distress. The pledge to introduce a basic income scheme (NYAY) became a central pledge in the Congress manifesto. We know relatively little about whether such existing and promised schemes made a difference to people’s voting decisions. While the Pulwama attack and its response helped to dislodge questions of rural distress from the centre of the election agenda, media reporting suggested that the BJP’s party workers made a concerted effort to reach out to beneficiaries from different schemes",central government,narendra modi,bjp,pro
b78427450ae5dec09a253622ff9a5608aca1746bec5fbfbf791e511fa49fce7a,2020-02-12,Message from Delhi election results: Public hai sab jaanti hai,"When asked to respond to Delhi Assembly election results, Bihar Chief Minister and Janata Dal United president Nitish Kumar said, ""Janata maalik hai (public is the lord)."" Nitish Kumar's JDU failed to win a single seat in Delhi election that it fought in alliance with its senior NDA partner, the BJP. The two parties will be facing public later this year when Nitish Kumar will seek yet another term as Bihar CM. advertisement The ""janata maalik hai"" remark appeared to be at variance with the narrative that the nation is in the grip of a Modi wave, as the BJP continues to assert in victory and in defeats. The ""janata maalik hai"" presents the voters and people of the country as wise women who make informed choices in elections. The wave theory on the other hand conveys that the janata is under the influence of some spell of magic. Delhi Assembly election fits in the assessment that gives the devil - the janata - its due. Appearance of Narendra Modi on the national scene and 2019 Lok Sabha election marked the beginning of a new phase of politics and electioneering in India. People voted a single-party majority government at the",,narendra modi,"nda,bjp",pro
c161ef46d10b22adb503a76c51b9e1afe540306138a436be048dc5f62f001522,2024-05-22,Vote for a change: On the voter in Kashmir,"The voter turnout in the Srinagar and Baramulla constituencies in the Kashmir valley — Anantnag-Rajouri is to vote on May 25 after the Election Commission of India postponed the election — is well below the national average. While Srinagar registered only 38.5%, preliminary figures from Baramulla indicate a turnout of 59.1%. The national average for the first four phases was 66.95% and 61.61% in the fifth phase, according to early trends. Yet, these numbers in the Valley are salubrious compared to the past — 13% in Srinagar and 34.6% in Baramulla in 2019. Baramulla registered its highest turnout since 1984 (61.1% participation). In the last six years, the elected Assembly was dissolved, the erstwhile State of Jammu and Kashmir bifurcated into two Union Territories, the special status of the province abrogated by the BJP-led Union government, and the Valley subjected to months of Internet shutdowns. Scores of politicians were also arrested. Kashmir still remains India’s most securitised region with recurring militant violence. While local body elections have been held since then, the general election is the first major poll with significant contestation involving the Valley’s mainstream polity. Should the increase in turnout be read as a significant reduction in the",central government,,bjp,neutral
eed7e209f7ab09df52d3e1a1e908458e49e3ecfbf369b799ffb62c8948dc8e10,2024-06-21,How CPI(M) Became A Victim Of Its Own Propaganda In Kerala,"Beyond the Bharatiya Janata Party (BJP) opening its Lok Sabha account in Kerala through Suresh Gopi, the Left's rout in the general election warrants a closer analysis. Anti-incumbency – although it did play a part – wasn't the only factor. There was a larger undercurrent that became evident after the Lok Sabha election results. The Left Democratic Front (LDF), led by the Communist Party of India (Marxist) (CPI-M), has been reduced to a third of the total vote share at 33.3%. It lost an additional two percentage points since 2019 despite an alliance with the Church-backed Kerala Congress (M) and the Socialists. The National Democratic Alliance's (NDA) vote share, in contrast, climbed to a staggering 19.2%. While the Congress-led United Democratic Front (UDF) also lost two percentage points and got just about 45% votes, it has retained the support of Muslims and Christians. It's the LDF that's in serious need of introspection. How CPI(M) Became A ‘Hindu Party' It needs to be understood that the CPI(M) has long been considered Kerala's ‘Hindu party'. This has been the case since the time the undivided Communist Party came to power in the first assembly election in 1957, soon after the Kerala Renaissance",,,"bjp, nda",neutral
19a673ec9c5e1eb30bf1df052701a0e563352a5c2b9bfc761d70dd42b05eb38e,2019-08-05,"Amit Shah sends Articles 370, 35A and statehood to the history bin without asking J&K its opinion","Jiby writes on politics, governance and legal affairs, and enjoys hunting for data to make his arguments. He was a leader writer in the Edit Page team at The Times of India between July 2017 and January 2023 LESS ... MORE A presidential notification, two house resolutions, and a reorganisation bill: and lo and behold, Articles 370 and 35A ceased to operate, and the state of Jammu and Kashmir was downgraded to a union territory. August 5 marks a watershed moment for Independent India history and the Constitution of India. In one massive strike, or a magical sleight of hand, call it what you may, Modi government implemented its 2019 manifesto promises on 370 that had powered it past the 300 mark in the Lok Sabha. Unfortunately, in the process government also took liberties with the Constitution, undermined federalism, and punctured the premise of autonomy in the Indian Republic under which successive generations of Kashmir politicians swore their loyalty to India. Kashmir is bound to pass through very trying times in the days ahead. The presidential notification invoked Article 370(1) to create a 2019 Constitution Order to supercede a 1954 “Constitution Order” issued by then President Rajendra Prasad that had",central government,,,anti
118b05a366a73dcde075824428435be3a6a9dab37d65c0f0ce5de9875a263cca,2022-02-03,Turmeric woes in Telangana,"Nizamabad MP Dharmapuri Arvind, who belongs to the Bharatiya Janata Party, chose a novel way of making his pre-election promises before the 2019 general election. Unlike other candidates who make promises in manifestos or at rallies, Mr. Arvind made them on stamp paper, mostly in vogue at the village level in Telangana and Andhra Pradesh. He won the election. Last week, Mr. Arvind’s convoy was obstructed by turmeric farmers, whom he later called TRS (Telangana Rashtra Samithi) activists, when he was on a visit to Nandipet mandal. Mr. Arvind alleged that disguising themselves as turmeric farmers, TRS activists had attacked him and damaged his vehicle as the police “played spectators”. Nearly three years after the novel way in which he made his poll promises, Mr. Arvind has not been able to give a reason for his inability to fulfil two of his promises: one of getting a Turmeric Board sanctioned to Nizamabad and the other of getting a minimum support price fixed for turmeric and red jowar, both of which are grown extensively in his parliamentary constituency. He had also said in 2019 that he would quit as MP and join the farmers’/ people’s movement if he fails to keep",,dharmapuri arvind,bjp,neutral
